user_id,subscription_type,days_active_last_month,playlists_created,artists_followed,songs_liked,churned
ecea82ef-ccfb-4aee-a1d1-713c07978790,premium,28,0,9,42,0
3883adef-af5e-48d4-94f6-7e97b1c0089d,free,13,2,1,24,0
7206b02e-85eb-4c79-90b3-91a5d474bc30,free,2,1,18,38,0
b3eccbf5-bf21-470b-8664-8e5eb42ee9a2,free,3,0,10,48,0
986b97f0-392a-4cfe-83e0-58e41967cb78,free,5,6,12,27,0
0a57a51d-90ae-4f33-a0a5-706068135515,premium,11,4,9,32,1
6103be48-5c06-48ae-99d8-3208aace62fc,free,8,0,13,36,0
c99aea05-475c-46bf-b9b2-924e7888ce3a,premium,26,5,17,8,0
77418087-fb0e-4acc-8b49-bd20702ef78f,premium,23,4,18,17,1
fc091a43-2937-4343-ae6d-6fcfc05dab42,free,23,2,8,20,1
f1ca8ec7-dde5-448e-b95d-81e9e9a0339c,free,12,6,6,1,0
0aa6a383-f7dc-4054-94ae-a8ecddf8a603,premium,7,9,2,42,0
ecc1f682-82bb-4e6c-8110-847709ff809f,premium,15,8,19,37,0
e67dc9d5-7bdd-4917-bda0-30b5b71354be,premium,24,8,5,39,1
aa0a2161-9a0c-4336-81b6-cd3cb0a3a51a,premium,17,8,1,35,0
e38c3a66-9d0a-4bef-afa2-381730944e97,free,4,1,5,49,1
0ef5e842-8953-4ac4-b4fc-8f6f576e3c23,free,29,2,2,42,1
c18452a6-aa44-4bd7-a887-46f995d14ac6,free,22,6,15,36,0
4660fa38-36c9-4553-9873-d89279b506b8,premium,25,4,7,14,0
5818bd19-6fe8-4d11-a018-f79aa95b6380,premium,13,1,1,27,0
71f6f707-cd73-4f9b-8a22-d511317d0a8b,free,18,2,16,17,0
25501526-6ee0-4869-966e-3dfc22b63d34,free,1,9,8,33,0
ba0b501c-ef48-4875-bc1a-8cd0ece6f0c9,free,16,5,11,21,1
3806c53c-d609-4bfc-b792-cd05f4d444c0,free,13,6,2,10,1
8de5005a-ff5b-4561-9941-7fb7a3ed6e66,premium,10,8,10,12,0
b8ff1057-c5a1-4c49-a110-dc2ec061a683,premium,12,0,0,3,1
e13857dc-e4c4-4881-b8b9-6d87363c246c,premium,30,6,12,21,0
babf0d5d-feb2-40bf-9451-d37d5d205be3,free,2,7,14,6,0
b2c5554b-b343-42a3-b47e-a9010840b004,free,23,2,4,42,0
2bbc9f53-8231-4553-885d-69bcfff60ac7,premium,3,3,16,23,1
9fff1dce-18eb-4cff-ac61-abaf2f59ec43,premium,10,9,5,3,1
623a2053-5844-43d9-8283-9c897acb52b2,free,2,5,10,27,1
6c226089-a2ef-4775-aecc-992e896952f8,premium,30,9,17,14,0
e496c11c-cdc3-4a5f-90bc-a9a64687ff5e,free,27,6,3,0,0
955e67e1-ff57-47e4-a52c-43d019af2f99,free,23,3,2,2,0
2ec25715-69cc-4842-9342-56693f58d9c2,free,13,7,12,13,0
55aefdf5-3650-4e76-ab05-9d9787536b5f,free,13,4,8,37,1
2e5292a8-0714-47ed-bd90-e9eacedf8066,free,18,0,5,49,1
ac14ef0d-7e96-4acb-9f9c-6a4a8098c0dd,free,3,3,11,0,1
d2ea05ed-8186-4c12-b433-75c8ebdec273,premium,27,2,1,37,0
df8e89c1-ff4e-4484-af94-b46b764bc005,free,7,8,2,37,0
1ba34b1a-4386-488c-bd8c-6da312b29978,free,14,7,2,20,0
cfff0253-bb33-471d-a96b-87d0169dc857,premium,20,0,11,47,0
85e2b869-e713-485c-a279-f65aa678ce8e,free,29,5,14,28,0
237bfbd8-a4ca-459f-84f3-e4bc1cd32704,free,30,8,8,4,1
8be4c6d6-25f6-4b55-9240-b2e735591521,premium,17,6,7,48,1
667d71bf-d429-4dea-b39f-3508d5d62fed,free,29,3,10,9,0
4fa97655-b06a-4213-a431-d32a2ebf8385,free,30,0,15,27,0
1d408851-abd9-4cd0-aaef-dcd47490c8c1,free,21,1,3,20,0
a69dfdc3-e7c7-4094-acb9-f2af1b025cff,free,12,4,0,49,0
b6211b3d-f6d7-4f5c-b408-a72619e8a64b,premium,25,4,6,6,1
172a6cf9-74b9-4262-9aaa-ab5f2b458699,premium,16,7,1,2,0
46a07487-8d46-412e-a5e5-0695d3101399,premium,24,5,4,44,0
eb89eace-2d6c-4c2d-ac4d-fc2b5555aa85,premium,12,7,6,46,0
3d7f549c-d17e-412f-8a87-6e529a4021cb,premium,15,1,3,19,1
07501802-78d5-4624-8d2e-771db8fce757,free,25,2,4,18,0
1d150f68-ff06-404a-8af0-071d9f82274b,premium,10,5,0,34,0
5bd9a968-6b78-49ac-a840-41a5d4b8d677,free,30,9,0,3,0
a49a89db-1ea4-480b-bcfc-6c66ebaa43a8,premium,25,2,14,4,1
89a986b1-6979-443f-9300-86f2b09b9958,premium,7,5,19,0,1
b477a613-bc70-4071-a1bb-2ac37bccfdc8,free,20,5,18,3,0
da96500a-177d-4801-9fa5-991d3a247089,free,5,1,9,11,1
a3ca8161-fff0-492a-a45a-d3c52b1fd9f9,free,1,6,17,26,1
da033ecc-3e1d-44d7-ad96-190c3aeb00e8,free,30,1,2,41,1
135e18fa-b11d-4223-bd61-f3b3b9c2ca37,premium,17,5,10,22,1
ac333343-2c0b-4254-a2e5-ba3765da8838,premium,3,0,14,24,1
2d5ea92d-f49f-4154-9fa1-8665dec55476,free,13,2,10,20,0
449db64c-2615-4673-8daa-4f9fcf6fec7c,free,14,1,16,23,1
ea3ec2a2-301f-45f4-97d0-10e09141e4bb,free,24,6,16,24,0
1319e1a2-9890-4f70-832b-07a8e375270f,free,30,3,5,44,1
d8e71a55-aeaa-43a8-b9f9-2e4569fd6973,free,18,7,4,45,0
8b460702-b656-4114-a13d-e2e17233f039,free,4,5,7,31,1
0edc268d-75a4-4b4f-af23-b2568dc7c9ce,premium,18,9,1,31,1
bce85c01-abda-4e02-9b15-d1d2a2aa8f66,free,30,3,15,4,0
a9ad0cdc-ad5e-485c-bbc2-93ee85189684,free,5,4,19,35,1
884a17d6-b5d5-4bce-8aa4-f6bf2dfbf6d3,premium,25,8,11,45,0
540879fa-158f-4d7e-a77f-0e021fdfed86,free,16,6,5,41,1
58de01d7-b451-4b25-b79a-0ad7b7af6cea,premium,1,9,0,48,0
cb154e97-5337-4df1-8ea4-e645b63528aa,premium,21,8,3,41,0
cee1de7d-5e86-41bd-9bd1-6bc867279405,free,14,6,16,38,1
c0df8a0e-dd34-445f-b999-6bf45e349b6a,free,15,0,12,15,0
40574352-6a4a-4844-8a35-066fcd46d589,free,9,7,17,32,1
642f3820-6089-4035-a973-c0061d4be025,free,15,3,4,48,0
a487e7d1-29ba-49f2-bfc0-5308ae5ac32c,free,17,2,2,20,0
c1fd65a0-a2c8-4854-809a-8dc8568eb36e,premium,25,6,10,8,0
6a5ed91c-b086-4dca-8107-fba109a4e962,free,24,2,12,5,0
6cb90b08-2569-4219-9387-e9afd94ab480,free,4,7,3,44,0
94e27cd0-9814-485b-aad7-406fa504fff0,free,12,5,13,34,0
37a6d5d7-6c2b-42a5-b256-153e00b06b2c,premium,27,4,10,38,0
87188ec0-6c6f-4158-be18-3110cfa8f9ec,free,26,3,9,21,0
856b3d28-7610-452d-94d1-338f30b04007,free,5,7,18,40,1
114f86bd-03f0-4dc9-8987-b39ca54bc683,free,29,7,17,4,1
caf3bc89-43b6-49d6-9eeb-e151d212734c,premium,5,0,5,41,0
c99c2217-7275-4542-a7ef-394a97f0fba0,free,11,8,14,22,1
f8bd9da9-f93d-4895-9024-925897c5f5af,premium,28,4,9,16,0
9c54977f-707d-4e3e-9252-89da1301065e,premium,6,3,4,11,1
a50ef329-525f-4407-89c2-0a19d7e1054f,free,7,5,4,22,1
49deadcc-9a9c-47b0-b397-d8fb009a2512,premium,24,5,9,15,1
6b244f98-ead5-4656-b1d7-f4f10cfd8f69,free,14,1,4,2,0
dcf43dc3-334c-4401-893f-0591174f7658,premium,24,7,2,29,1
4b01168e-6fe8-4b44-97b8-a62a2cdef8b8,premium,11,6,5,21,0
49a2f9b2-cdfc-4a20-bddf-8957f5299342,free,30,0,3,8,1
ce74e513-5607-48fb-94a2-1178f0774382,free,13,4,17,28,0
fb37ee58-1d16-4fc9-943f-aacb390c4373,premium,2,5,8,46,1
5a66d1ee-08f7-4604-a26b-22b1df85aaa7,free,25,3,16,36,1
b041ac91-914f-4b44-a0e3-3ddcf7070df4,free,7,1,12,22,1
646dd167-5d21-4020-a2cb-23e18d04f829,free,20,3,14,12,0
c0d7cb1e-88f6-4b38-9b21-8ac90a13295a,free,4,0,19,31,1
7fe0fde5-b455-4f3c-8ab9-31f4f3d75cce,premium,27,6,16,45,0
2bbeef07-ef65-4248-9a1d-32b068cdd00a,free,8,1,12,46,1
dd251388-870d-4da4-b72d-aa09967f614c,free,20,1,15,47,0
0cd00f68-f6de-44dc-843d-fd864b217ef4,free,29,8,3,22,0
00aaae4b-9160-4711-962d-abc0159b8d5d,premium,22,4,4,44,0
7710316a-59d7-4c60-85e6-b14370c4322b,free,21,1,4,16,0
be78442c-e999-429a-9a23-6a6cda9ed132,premium,19,8,8,39,0
7f0ae53d-3fd9-4e68-803e-0ae7abec99c7,free,13,8,16,20,0
0a01b0ab-fc0c-45cd-9024-2b62db739312,premium,14,0,12,1,0
8d99973e-97eb-43b4-a544-96966e936751,free,10,2,1,36,1
34fc0a5f-e21c-4835-9c43-2fbbdfcf8d9e,free,11,3,12,5,1
ee0cb11d-b995-49fd-9e0b-1cf84bbec4c1,free,2,6,18,43,0
1d254cee-5caf-464b-bde2-9c7be257682b,premium,25,9,2,17,0
49fedd6b-2818-4558-99a2-5835afc08829,premium,26,3,9,29,0
e94a6ef1-ae83-446a-afce-780159a2e804,free,9,1,1,21,0
51db09cc-5a09-4f9b-aac0-bbfe8c365acf,premium,17,6,12,32,1
cb8e2a7e-9fd9-4a10-bf1f-e3a441af1604,premium,26,5,18,29,1
76b23817-099d-4ead-9adc-8a93bf97b7b0,free,3,2,16,16,0
73a00971-4f04-4b03-9e65-7e524b52b7d1,free,24,5,13,42,0
07cd0e64-de8b-40b4-b4fc-07dfa2719245,free,6,5,11,31,0
b8411d54-56e8-422d-a447-2fc946fab0e9,free,5,4,11,41,1
731eb00e-587b-47a3-abbc-bca75e5115fa,premium,5,3,10,13,1
7f57902e-cc89-4131-88ce-7933f2fef22c,premium,22,9,6,9,0
d8d610be-1d0d-4420-9b29-ce4c9cffd23a,premium,15,0,3,46,0
8e0eae8b-ae5a-4a41-ba5a-786ea4b8f415,free,23,9,18,35,1
1fa6acf4-2440-476d-bda8-9e814ddbe535,free,17,5,0,33,1
e82971c9-5d24-4579-933a-4ba2afef5be0,premium,9,1,2,8,0
7c52f789-d606-4bc8-81a2-1708d58bf8c5,premium,3,2,12,41,0
b711672c-c516-456d-ac48-42ee7af3c63f,premium,20,7,14,27,0
377f5951-507d-489a-9974-d2b4442e8bb5,premium,26,9,1,10,0
a0ad0707-2774-4bad-bc7a-853c0af532de,premium,17,5,10,13,0
629ab278-c5e1-413e-9d9f-1bb74d9d91d5,free,29,2,3,38,0
495be18d-2662-472d-9de4-d0f903130368,free,27,6,18,46,0
d7061429-0521-4c61-a962-7b332baa4ee1,premium,10,3,16,18,0
50ba4231-ec78-4513-b5c5-5f267c0e1796,premium,3,8,2,14,1
9dc397af-711e-449e-8d0c-8d4ddfe8d267,free,18,4,17,27,0
130d5f2c-295e-41ee-9e2a-18ff8aba99e5,free,18,2,7,23,0
3272a680-9a31-4c79-88fb-6539d666c50e,premium,30,1,18,7,0
98ca74e3-b157-49ce-864f-56d36fdbee28,free,17,1,4,42,0
398b4d5e-a106-45ca-92f3-8cb2ae7977a9,free,24,2,6,8,1
5a51dc33-701c-49d0-8226-2efbb1489859,free,3,1,7,46,0
5b7b454d-a4d9-4e9e-b2d0-8433dde4b004,premium,3,3,4,32,0
20a378b4-4c35-4536-81a5-4d655aeb7c60,premium,6,1,16,32,1
1df1a0b8-6c3b-4fde-84dc-7850696c8dd0,free,13,9,4,18,0
5682251e-3939-4c94-8039-dd4fc5be1788,premium,24,8,3,2,1
17259739-0643-4029-bbc9-fa7575b5b13a,free,29,1,18,9,0
91f144ff-0415-47a1-b635-80b1459c2966,free,15,8,1,39,0
a3ae7053-6daf-4899-8284-e42d383c0f26,premium,25,5,10,46,0
8d800e90-890e-4117-9220-69fb51c5f70b,premium,9,0,12,41,0
96b7733a-2689-4dcb-9f8f-261c74b636f5,premium,4,3,14,0,1
eef02e37-91fd-457b-8444-834628060ea5,premium,14,0,11,28,1
a9823cc9-c764-4019-a84a-4e805dd32d07,free,5,5,10,49,0
d80a688c-14d2-45d4-a781-507f3fd0813e,free,2,3,6,33,0
d734c556-f7d5-4946-81a1-2894ed33bd03,free,11,2,4,12,1
a2749ff9-8d60-40dd-a220-0cc143ddc7e5,free,9,2,16,0,1
588f293f-db4a-4a5f-a208-e917c9679ad2,free,24,8,19,33,0
9351294c-f89f-4b2e-9927-19c2094cd862,premium,3,5,8,28,0
e5228a8b-5d6b-42ee-bbb2-6c8b4c055a38,free,27,8,13,47,0
45b66040-a141-4ceb-9c45-9ff2397b7d7f,premium,28,4,11,46,1
c646a4dd-f296-4071-8491-2352392e6be3,premium,29,1,5,12,0
865b9cd9-3161-4f14-b669-fb10145e4a0e,premium,9,7,16,47,0
77ec6eb1-4973-41d1-8b96-c25ca04d01bf,free,3,4,18,48,1
7927214c-a568-4d8c-adf4-86f2f793af36,free,25,1,18,28,0
597218d5-9c9f-4c97-9338-be6dd01704de,free,2,3,15,38,0
966a8e44-0927-4089-9661-2107d7fba777,free,12,8,11,23,0
70f12caa-abba-4866-a4f0-ff98cfc1aef7,premium,10,3,11,25,0
0c12bd4b-af34-470c-8585-4b1fc1219401,free,9,3,19,16,0
1a3566c9-b08f-4b0c-a61f-17c900482a77,free,15,1,5,6,0
0ba00cda-3309-4f61-98ef-0e00ba8e1a55,premium,8,5,3,12,0
9ba24980-d0cb-4d2c-a554-20d43491769d,free,25,1,5,4,0
91ffbba9-1a1c-435c-9f72-bdd80ded8c04,premium,5,6,10,25,1
f362365d-c4e6-4d44-b37f-64e376971667,premium,11,2,0,48,1
5a440a3a-2871-4ef7-b053-d596df1b63bb,premium,27,2,14,2,0
ee743ab0-c473-4eb5-8c23-283ebee7b16f,free,2,4,10,6,0
5d274990-af40-4d22-9ccb-df20c5b87cde,free,24,2,18,48,0
c0eb03a0-a39c-454e-9dab-74e11d658de6,premium,28,1,17,38,0
3d522d57-535e-4e74-a66b-083cc4b98908,free,15,9,16,0,0
4f777270-a315-4916-a0b5-c8957b1bdd0b,premium,6,8,18,48,1
48017a93-dae0-4e60-9b85-f37e4356ae4f,premium,8,1,13,16,0
c22b555e-2272-4b00-90a3-e4df0d3dae1b,premium,27,1,17,42,0
3cb3ede1-ffe2-41ba-9b1e-fe8adad56f74,free,5,7,18,24,0
b3fa32c4-67e3-44ac-9ae7-2770bb99bbd3,free,16,8,14,2,1
8ce1e860-06e4-467f-bfca-149e3ad7539a,premium,26,6,14,14,0
82d84894-eafb-466f-aec6-d4d91db88057,free,18,2,3,28,1
848fa141-1f4a-4e80-b34e-7beb354db418,free,6,8,6,42,0
4736e7ce-169f-4ed1-8694-56994156fe27,free,5,2,12,31,1
1d0ebf2b-b54d-4bd9-9dc7-c0c32f1e6df1,premium,28,4,2,25,1
456f38e2-7b05-4c86-ab61-e25161c01f30,premium,16,8,15,15,0
33dd34b1-7928-464c-ba0e-13e7df0e0d54,free,13,2,8,24,0
0ee2dd4b-e96c-43f9-9802-05c3d09d2f8e,free,28,6,7,27,0
fd91d530-1a48-46ac-8d99-8bae6d922903,premium,5,0,19,8,0
b7928128-1962-4dc6-9afa-f936436d59a7,premium,13,3,12,0,1
f3d6e30c-da10-4b11-abd8-7d39f7fd0131,free,17,3,16,28,1
c7a43d7b-d896-461d-87aa-c60e857f48d1,free,18,6,16,21,1
87f9cdfc-c95e-445b-bf07-e144d848716b,premium,8,7,16,15,1
f820518d-1063-49d6-8d6f-e4cd7bbb6874,premium,13,0,0,40,0
2a0ebe57-3c86-4e94-9e3c-65dee36d4a22,premium,30,4,7,43,0
8f2cd8ee-d62e-4c1e-8ffb-1e9229ff75c4,premium,29,6,18,40,1
166bb964-9e46-4218-a3a5-933cb1601584,free,19,3,5,6,0
1d6e2377-50f0-4cf9-bae5-2b6d09e8b185,free,26,3,2,13,1
b19d7421-3f7f-4605-b065-7c36a58a73ba,premium,3,3,4,28,0
43c1cbca-707f-4db7-b06d-3db340bcafbb,premium,24,5,12,18,0
70d81883-b560-4289-a1cf-3a3b26e38acf,premium,8,6,14,18,1
241500b9-01b1-4ccd-96de-ce12c17f9ac8,premium,2,1,13,1,0
f02a0fd5-6e3f-4e61-9379-dd60f5434e05,free,8,4,15,40,1
8a26b039-b4a4-4fdf-b241-ffb4ff373a24,free,27,3,17,44,1
91aea7f0-d377-4f74-8fb9-d8d643fd7cec,premium,13,2,10,14,1
8a5105ba-7b68-4dfc-9cfc-4402a7a0fe26,premium,13,6,2,2,1
864f4510-825a-4238-8dc0-b90f0f36d749,premium,1,5,9,10,0
08412040-bfb0-4bf5-9abc-28691c4c94f6,premium,6,6,9,45,1
c76e7560-eb17-4a57-9460-2f4080527141,premium,24,4,15,29,0
556ffe33-b961-4953-82d7-2fd1c6ece1cf,free,19,5,11,39,0
bcd7396a-f824-430a-bd70-98aa28e23d18,free,16,4,1,17,1
ec894771-8b93-429b-bde2-ce136c0cf44f,free,8,6,8,47,0
2c17de37-dbf6-4dca-bfca-08bf0d6be0bb,free,28,1,2,1,0
94416d44-391f-4156-9a04-e84181b87efe,free,1,4,14,31,0
f70d5cfa-68fa-4a24-b2d0-7d10e7e3b94d,free,27,5,2,7,0
c63535ee-7fe6-4904-ae91-940bf53c08f4,free,27,5,18,21,1
798aa2e3-8c14-4f79-af73-6999c4367d69,free,16,4,17,5,0
cf23fb8c-25f7-4518-acd1-c1e216297cd2,free,9,9,7,11,1
0ba067ce-dacf-436e-af0c-52e01e763c71,free,13,6,16,46,1
878a42cd-a552-47d7-806f-45a114197a9b,free,11,9,7,39,1
6d4f088c-3f42-41dd-99fd-8db249f6efd6,premium,13,7,6,35,0
f3960ab1-ac86-4e8c-8f2d-05ded1a2019d,free,25,6,6,14,1
2c4e2a6c-b61f-47bf-b3f7-fa9c899a27cf,free,21,4,2,27,0
32454932-4c77-4edf-b71d-793c1f29a560,free,10,0,0,48,1
03e53860-14e9-45b2-b050-51dd5498ea18,premium,4,4,3,44,0
79599f6e-0794-4991-bbfa-0d2b368d6c39,free,27,9,4,17,1
eb3429dc-b42c-439b-9508-5c369f4074ec,premium,6,1,0,1,1
52a70404-55a6-41a1-9ba1-eee83ea68193,free,28,4,14,12,0
32cccc97-ce2c-4fba-b168-2238f864ec82,free,7,4,4,44,0
20a3c0b1-03e2-4559-a087-af54a79226c3,free,5,1,12,14,1
f9019323-64f7-40c1-be89-3bf8073d7533,free,11,4,7,19,0
df6a81fe-c43a-4741-a1e5-4aef6c62a74e,premium,13,3,7,28,1
d2c8ed30-fb62-4ee6-a25c-816c041a9bd0,premium,26,0,4,41,0
cee03e25-444d-483d-b502-6a7e859f985c,premium,25,2,8,28,0
54edfd30-f098-4d24-9a3b-2d4c026aac78,free,19,0,0,2,1
35839680-2ecb-4a35-a9b8-94845f6de55d,free,23,4,3,18,1
5de4e9fe-ec89-47a1-a266-74904f7478c0,premium,10,3,2,2,1
23860975-cc9f-4088-98a4-7f7cc58c8fb1,free,10,6,1,13,0
f28affc7-0889-4513-a2d6-7c3928fcf3ab,free,11,4,7,39,1
fc56f981-ad45-4f0b-952f-0d36b98a000b,free,21,9,8,3,0
8b7c356f-7ea6-4ca0-80e2-29eadf2de2d6,free,30,3,1,10,1
bec26822-fdd3-42e0-8673-8646020dc816,premium,7,1,13,30,1
71ce797e-368d-44e6-9996-f86a2d8512d5,premium,18,3,13,42,0
ca8cfaa1-3ef4-44e6-a38c-e0e7f330ee27,premium,4,1,3,31,0
a452373f-f8eb-4b68-865c-e68468f531f5,free,2,7,5,26,0
d34c90e1-e00b-4fe0-bf07-225fa96ca9b5,free,14,2,10,29,1
bddc11f4-5f5b-48bd-b5f3-ab3dffa82dc9,free,13,8,2,42,0
04bb92af-35c9-43e6-b50e-0cf07c004e96,free,29,3,7,1,1
cc4fcbbb-76d7-4be0-b2d4-1bf92b7fdb13,free,12,5,2,48,0
04853dd1-3bf7-4ff5-805e-6b5d618b6805,premium,7,9,13,8,1
a9e43893-fcfe-4ec1-82ac-5b39941fb20d,premium,2,4,12,27,1
e8d0a572-8cb9-42b3-ba41-c82744f4b89e,free,13,9,12,30,0
4696c816-3625-4f92-8fa6-c1c891d71d39,premium,14,0,1,33,0
7ccf3011-6175-44bf-8609-1c80010775d4,premium,27,8,12,14,0
6c555dd8-69b3-4a0e-90ca-95a37ef5df44,free,17,0,18,47,1
68e8c64e-ba55-496e-b0d3-bd6660a10295,premium,9,7,5,24,1
61fbf55e-b873-4706-a3ba-66b526347e0d,free,17,8,15,35,0
4d44511b-68bf-4db4-935a-fa3bb65c0c92,free,8,8,1,7,1
52677441-65f2-4fb0-a409-9447f8ba2a6e,free,2,0,7,8,0
fbe50d9a-11d1-487c-b4ec-d5d679f94614,premium,28,1,16,36,0
94b188e8-d4e3-4b98-824f-cb1bfcf3636a,free,24,0,1,47,1
efc84f5b-906b-4277-a3ee-ce1dd214c2c9,free,13,9,9,44,0
855f83a0-f8b6-4d9f-820d-e7423fb403a5,free,3,1,15,38,0
5e8fb579-47a7-4b46-acd9-9e767921aa14,free,16,9,5,31,0
f7740e1f-11a8-48c3-b165-c9d0b877844e,premium,6,7,1,16,0
652a4ce1-e537-4d39-ad46-91468d3c0d63,premium,19,4,1,34,0
6691fe61-4319-42f4-ae8e-44186ade2c92,free,30,6,12,36,0
2af1568f-389f-4af2-a6e8-63dfa12ea5d3,free,7,1,14,18,1
ed9294e4-3443-469b-b238-639479e1826a,free,10,7,1,43,0
d32905e4-de9b-4580-84f4-f2c6c15ce374,free,9,5,6,28,0
349774fa-dcb6-433e-ab37-67e6f36104e9,free,2,7,2,6,0
a82c2c72-75b0-4248-bf6e-0924279d1751,free,28,0,7,27,0
55009008-8ec1-495f-9e06-2d9d9ed9443c,free,28,0,13,8,1
85a97d59-de03-490a-978c-2f944ba8b896,premium,15,6,6,27,1
94805332-df9d-4248-8c61-0c3f5a46732b,premium,30,7,6,5,0
b9b8327a-1b3a-4085-a1c0-9d7adcf20d3b,free,5,2,0,28,1
ae204de1-11ef-4c69-a7ed-eff8c69a119c,free,29,4,16,16,0
37983a4e-f75b-48c5-ba3b-ccbb31225a46,premium,22,0,8,15,0
ef9ff5af-edac-4ef2-a7d1-643b6da42200,free,4,6,12,22,0
